,No.,Time,Source,Destination,Protocol,Length,Info,Info_01,Commands,Trans,R_W,D_M_I_H,I_C_R,Time_diff
7236,7237,75.971089,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 29652; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9652,Write,Multiple,Coils,0.0007549999999980628
7237,7238,75.971844,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 29652; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9652,Write,Multiple,Coils,0.00047200000000202635
7238,7239,75.972316,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29653; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9653,Read,Input,Registers,0.0005899999999883221
7239,7240,75.972906,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29653; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9653,Read,Input,Registers,0.00042400000000952787
7240,7241,75.97333,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29654; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9654,Read,Holding,Registers,0.000538999999989187
7241,7242,75.973869,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29654; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9654,Read,Holding,Registers,0.00034600000000750697
7242,7243,75.974215,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 29655; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9655,Write,Multiple,Registers,0.000469999999992865
7243,7244,75.974685,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 29655; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9655,Write,Multiple,Registers,0.049638000000001625
7244,7245,76.024323,Raspberr_58:67:86,Broadcast,ARP,60,Who has 8.8.8.8? Tell 169.254.149.247,NaN,NaN,NaN,NaN,NaN,NaN,0.05027499999999918
7245,7246,76.074598,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29656; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9656,Read,Discrete,Inputs,0.0006000000000057071
7246,7247,76.075198,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 29656; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9656,Read,Discrete,Inputs,0.0006529999999997926
7247,7248,76.075851,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 29657; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9657,Write,Multiple,Coils,0.014478999999994357
7248,7249,76.09033,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 29657; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9657,Write,Multiple,Coils,0.00038900000001262924
7249,7250,76.090719,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29658; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9658,Read,Input,Registers,0.0005689999999987094
7250,7251,76.091288,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29658; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9658,Read,Input,Registers,0.0006089999999971951
7251,7252,76.091897,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29659; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9659,Read,Holding,Registers,0.0005900000000025329
7252,7253,76.092487,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29659; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9659,Read,Holding,Registers,0.00047399999999697684
7253,7254,76.092961,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 29660; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9660,Write,Multiple,Registers,0.00045099999999820284
7254,7255,76.093412,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 29660; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9660,Write,Multiple,Registers,0.020251000000001795
7255,7256,76.113663,3Com_78:9b:01,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 8192/0/00:18:6e:78:9b:00  Cost = 0  Port = 0x8001,NaN,NaN,NaN,NaN,NaN,NaN,0.07995300000000327
7256,7257,76.193616,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29661; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9661,Read,Discrete,Inputs,0.000649999999993156
7257,7258,76.194266,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 29661; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9661,Read,Discrete,Inputs,0.0003640000000046939
7258,7259,76.19463,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 29662; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9662,Write,Multiple,Coils,0.00046899999999538977
7259,7260,76.195099,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 29662; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9662,Write,Multiple,Coils,0.0002840000000077225
7260,7261,76.195383,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29663; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9663,Read,Input,Registers,0.0004979999999932261
7261,7262,76.195881,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29663; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9663,Read,Input,Registers,0.0024169999999941183
7262,7263,76.198298,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29664; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9664,Read,Holding,Registers,0.0008330000000000837
7263,7264,76.199131,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29664; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9664,Read,Holding,Registers,0.00035700000000815635
7264,7265,76.199488,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 29665; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9665,Write,Multiple,Registers,0.0005189999999970496
7265,7266,76.200007,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 29665; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9665,Write,Multiple,Registers,0.09955800000000181
7266,7267,76.299565,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29666; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9666,Read,Discrete,Inputs,0.0008689999999944575
7267,7268,76.300434,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 29666; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9666,Read,Discrete,Inputs,0.00026400000000137425
7268,7269,76.300698,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 29667; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9667,Write,Multiple,Coils,0.0004190000000079408
7269,7270,76.301117,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 29667; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9667,Write,Multiple,Coils,0.0001699999999971169
7270,7271,76.301287,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29668; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9668,Read,Input,Registers,0.00035900000000310683
7271,7272,76.301646,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29668; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9668,Read,Input,Registers,0.00021199999999055308
7272,7273,76.301858,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29669; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9669,Read,Holding,Registers,0.00034800000000245745
7273,7274,76.302206,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29669; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9669,Read,Holding,Registers,0.00020500000000822638
7274,7275,76.302411,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 29670; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9670,Write,Multiple,Registers,0.00033299999999769625
7275,7276,76.302744,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 29670; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9670,Write,Multiple,Registers,0.09989799999999605
7276,7277,76.402642,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29671; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9671,Read,Discrete,Inputs,0.0006029999999981328
7277,7278,76.403245,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 29671; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9671,Read,Discrete,Inputs,0.0006860000000017408
7278,7279,76.403931,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 29672; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9672,Write,Multiple,Coils,0.00038800000000094315
7279,7280,76.404319,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 29672; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9672,Write,Multiple,Coils,0.00047399999999697684
7280,7281,76.404793,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29673; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9673,Read,Input,Registers,0.0003600000000005821
7281,7282,76.405153,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29673; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9673,Read,Input,Registers,0.0004119999999971924
7282,7283,76.405565,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29674; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9674,Read,Holding,Registers,0.0003379999999992833
7283,7284,76.405903,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29674; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9674,Read,Holding,Registers,0.0003450000000100317
7284,7285,76.406248,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 29675; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9675,Write,Multiple,Registers,0.00030999999999892225
7285,7286,76.406558,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 29675; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9675,Write,Multiple,Registers,0.10007199999999727
7286,7287,76.50663,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29676; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9676,Read,Discrete,Inputs,0.001046999999999798
7287,7288,76.507677,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 29676; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9676,Read,Discrete,Inputs,0.000664000000000442
7288,7289,76.508341,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 29677; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9677,Write,Multiple,Coils,0.0011010000000055697
7289,7290,76.509442,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 29677; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9677,Write,Multiple,Coils,0.00037299999999618194
7290,7291,76.509815,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29678; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9678,Read,Input,Registers,0.0009549999999904912
7291,7292,76.51077,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29678; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9678,Read,Input,Registers,0.0003180000000071459
7292,7293,76.511088,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29679; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9679,Read,Holding,Registers,0.0007530000000031123
7293,7294,76.511841,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29679; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9679,Read,Holding,Registers,0.00023699999999848842
7294,7295,76.512078,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 29680; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9680,Write,Multiple,Registers,0.00043999999999755346
7295,7296,76.512518,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 29680; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9680,Write,Multiple,Registers,0.10011099999999828
7296,7297,76.612629,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29681; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9681,Read,Discrete,Inputs,0.0011450000000081673
7297,7298,76.613774,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 29681; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9681,Read,Discrete,Inputs,0.0006619999999912807
7298,7299,76.614436,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 29682; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9682,Write,Multiple,Coils,0.0006190000000003693
7299,7300,76.615055,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 29682; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9682,Write,Multiple,Coils,0.0004760000000061382
7300,7301,76.615531,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29683; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9683,Read,Input,Registers,0.0006089999999971951
7301,7302,76.61614,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29683; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9683,Read,Input,Registers,0.0006070000000022446
7302,7303,76.616747,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29684; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9684,Read,Holding,Registers,0.0004349999999959664
7303,7304,76.617182,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29684; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9684,Read,Holding,Registers,0.0003679999999945949
7304,7305,76.61755,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 29685; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9685,Write,Multiple,Registers,0.00034800000000245745
7305,7306,76.617898,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 29685; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9685,Write,Multiple,Registers,0.09963799999999878
7306,7307,76.717536,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29686; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9686,Read,Discrete,Inputs,0.0005859999999984211
7307,7308,76.718122,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 29686; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9686,Read,Discrete,Inputs,0.0002750000000020236
7308,7309,76.718397,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 29687; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9687,Write,Multiple,Coils,0.0003900000000101045
7309,7310,76.718787,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 29687; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9687,Write,Multiple,Coils,0.00018099999999776628
7310,7311,76.718968,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29688; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9688,Read,Input,Registers,0.00035799999999142074
7311,7312,76.719326,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29688; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9688,Read,Input,Registers,0.0002340000000060627
7312,7313,76.71956,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29689; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9689,Read,Holding,Registers,0.0003679999999945949
7313,7314,76.719928,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29689; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9689,Read,Holding,Registers,0.00022800000000700038
7314,7315,76.720156,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 29690; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,9690,Write,Multiple,Registers,0.0004289999999969041
7315,7316,76.720585,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 29690; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,9690,Write,Multiple,Registers,0.09993000000000052
7316,7317,76.820515,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29691; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,9691,Read,Discrete,Inputs,0.0004809999999935144
7317,7318,76.820996,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 29691; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,9691,Read,Discrete,Inputs,0.00014500000000339242
7318,7319,76.821141,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 29692; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,9692,Write,Multiple,Coils,0.0002939999999966858
7319,7320,76.821435,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 29692; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,9692,Write,Multiple,Coils,8.900000000267028e-05
7320,7321,76.821524,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29693; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,9693,Read,Input,Registers,0.0002840000000077225
7321,7322,76.821808,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29693; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,9693,Read,Input,Registers,0.00011200000000144428
7322,7323,76.82192,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 29694; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,9694,Read,Holding,Registers,0.00028399999999351166
7323,7324,76.822204,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 29694; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,9694,Read,Holding,Registers,0.00011399999999639476
